alcohol,vintage_year,pH,residual_sugar,total_sulfur_dioxide,density,variety,region,bottle_size,winery,price
10.621780831931538,2009.0,3.0062014683002993,30.80317654251816,45.98234010671313,0.990933544916907,Pinot Noir,Tuscany,375ml,WineryA,1203.3176197218431
14.655000144869414,1997.0,3.2297762396820318,46.677230334632384,317.3721515111709,1.003842721037223,Merlot,Napa,375ml,WineryA,1222.0459088509972
13.123957592679837,1990.0,3.0315213235513543,46.586024449882125,148.78726291108688,0.9912415280028283,Pinot Noir,Mendoza,750ml,WineryD,1209.0367969432252
12.190609389379256,2008.0,3.0446637705526287,28.64752087573586,343.3330095616457,0.9950592932007538,Chardonnay,Bordeaux,1.5L,WineryB,1209.4935178223639
9.092130483097055,1996.0,,14.950810093599161,128.16318290925653,1.0014386118364549,Cabernet,Mendoza,750ml,WineryB,1211.2397271771063
9.091961642353418,2005.0,3.386820856415913,49.85597033723569,294.36105605722116,1.0016555547290953,Cabernet,Mendoza,750ml,WineryB,1174.4377759291165
8.406585285177396,2002.0,3.7575176410135787,34.07277278868145,97.17100651909409,1.0008873283601873,Chardonnay,Mendoza,750ml,WineryC,1160.2294983683846
14.063233020424546,1999.0,3.482764040513489,20.480990176913622,35.89198374838476,0.990586687320916,Pinot Noir,Napa,1.5L,WineryC,1217.3381228107764
12.207805082202462,1981.0,3.87184790626101,28.03585646239413,20.78934296909224,0.9919944907203614,Pinot Noir,Bordeaux,750ml,WineryC,1189.328500672534
12.956508044572319,2003.0,3.563853386292069,20.85011910837468,216.0972650592264,1.004043247473296,Cabernet,Mendoza,1.5L,WineryB,1224.7688783368924
8.144091460070618,2010.0,3.6272081387591255,,115.9350483690204,0.9912219208259383,Cabernet,Napa,1.5L,WineryA,1098.8769739888355
14.78936896513396,2006.0,3.6011286756724035,24.176718805800732,160.79675936178165,0.9911781887545967,Cabernet,Tuscany,375ml,WineryC,1219.5813793670068
13.827098485602953,1981.0,3.339351031820489,41.19406596146423,288.33999210427044,1.002534689066368,Cabernet,Tuscany,750ml,WineryD,
9.486373774747934,1993.0,3.6272065866400993,42.0247972613679,94.35674913623272,0.9996189862983432,Merlot,Napa,750ml,WineryD,1162.9224423509877
9.272774770449704,1983.0,2.883649295762753,41.2341836529889,114.9418420898705,0.9952748408376777,Chardonnay,Tuscany,750ml,WineryD,1179.6806591089846
9.283831568974037,1992.0,3.8318217662987957,36.137211762536154,297.41430291994686,0.9924856573060744,Pinot Noir,Mendoza,1.5L,WineryA,1174.0257056335681
10.129695700716765,2015.0,3.7333745721327007,42.758398068698334,177.5391729367914,1.0032625562983921,Pinot Noir,Napa,1.5L,WineryC,1199.5674977487213
11.673295021425664,2014.0,3.0942759498780146,19.422756023186164,291.40615679784577,1.0048280663644276,Chardonnay,Napa,1.5L,WineryA,1228.5694597989634
11.023615130494811,1987.0,3.721638945104899,5.821693986483821,137.32184117854757,0.9907495759266425,Pinot Noir,Tuscany,750ml,WineryC,1165.6528561671528
,1981.0,2.815171121680022,42.13846479818847,145.4457934812169,0.998311700731353,Pinot Noir,Bordeaux,1.5L,WineryD,1167.2030727742047
12.282970263056656,,3.060695886977056,24.95860394279853,66.82704300460713,0.9939195537735872,Cabernet,Tuscany,1.5L,WineryD,1193.40666335288
8.976457024564294,2010.0,2.878164686405075,6.456064023139765,321.5575902222886,1.0024858025032455,Pinot Noir,Mendoza,1.5L,WineryA,1185.5427728425614
10.045012539746526,1989.0,3.7362722999414735,5.854094856882195,314.9064559642872,0.9951910963766221,Chardonnay,Bordeaux,375ml,WineryC,1183.085302397775
10.564532903055841,2000.0,3.7070489814140646,8.046195461093646,344.633784952023,1.000719439337795,Chardonnay,Bordeaux,1.5L,WineryD,1174.533990392722
11.192489889519251,1989.0,,37.57356565738858,146.83202323770192,0.998092851322894,Chardonnay,Mendoza,750ml,WineryC,
13.496231729751095,2002.0,2.8053780319906343,35.57174800596743,288.3290801979383,,Pinot Noir,Bordeaux,1.5L,WineryC,1194.8016959387232
9.397716475108519,1982.0,3.4014792720140896,10.270552141225673,151.0842687685203,1.0028699914677062,Merlot,Napa,375ml,WineryB,1157.021764258179
11.59964106889528,2011.0,3.645803437020804,42.36147856367878,164.46158823313073,0.9970560663888685,Cabernet,Bordeaux,1.5L,WineryC,1212.1209449935543
12.146901982034297,1999.0,,14.136610296859418,292.19979382224034,1.0026839930121672,Chardonnay,Bordeaux,1.5L,WineryA,1174.4890148726308
8.325152889039984,1989.0,3.5797488730151494,39.66998060741588,70.30470210137591,0.9954514024205636,Merlot,,375ml,WineryD,1200.0678208106715
12.252813963310068,2008.0,2.900932119171623,24.491414795973604,84.90571771699578,0.9926217441369646,Pinot Noir,Napa,750ml,WineryA,1214.3831606168956
9.193668865811041,2020.0,3.017591027325176,36.604279258674445,117.00760173457711,0.9968321606648491,Cabernet,Mendoza,375ml,WineryC,1212.8273947188316
8.455361150896957,2013.0,3.370956177993521,19.131244387370938,277.9808710500196,0.9974753367206552,Merlot,Napa,1.5L,WineryA,
14.642198760773333,2016.0,3.5842781832173225,17.42231579502932,136.70152678514813,0.9971757479645669,Pinot Noir,Bordeaux,1.5L,WineryD,
14.759424231521916,1999.0,2.9750429523446753,42.08384398807068,131.77719081545894,1.002124956178189,Pinot Noir,Tuscany,1.5L,WineryC,1266.2057417671053
13.658781436815229,1987.0,3.022267996997125,1.8615825002520758,349.5975573867822,0.9984701841219014,Merlot,Mendoza,1.5L,WineryA,1178.7556943150557
10.132296384213594,1986.0,3.0453356404787955,48.73937366814962,140.494088653823,1.003326661076382,Merlot,Mendoza,750ml,WineryC,1197.4826702106352
8.683704798044687,1985.0,3.086440965638774,32.44415995744213,94.24198234729957,0.9977127824237391,Chardonnay,,1.5L,WineryC,1151.7757131571539
12.789631185585097,1990.0,3.071864618231549,21.680921071152163,221.89265058832072,0.9933707262432301,Cabernet,Napa,1.5L,WineryA,
11.081067456177209,1997.0,3.2741789301971638,31.439921104406217,282.6391836647003,0.9919424376039413,Cabernet,Tuscany,375ml,WineryC,1183.636963884869
8.854267643913452,2008.0,3.5845475810040677,6.224773228303242,33.66666346587415,1.0030254423141691,Chardonnay,Napa,750ml,WineryA,1157.49138992485
11.46623837077889,2004.0,3.3256381397613635,25.751217519148025,220.4233585870815,0.9908425919835332,Cabernet,Napa,375ml,WineryD,1199.491687015089
